"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","84/2093","295/18384",0.284745762711864,2.50108270506207,9.31595293416333,5.81685762900197e-16,1.55415859742153e-13,1.10659454224458e-13,"Ly96/Cd28/Rab7b/Rab29/Ptprc/Sh2d1b1/Fcgr4/Fcgr3/Fcer1g/Ptprj/Dgkz/Lbp/Ada/Cd40/Nfatc2/Btk/Tlr2/Fcgr1/Ptpn22/Vav3/Lyn/Pde4b/Skint3/Laptm5/Themis2/Tlr1/Tlr6/Tec/Stap1/Oas1c/Oas1g/Oas1a/Lat2/Sh2b2/Card11/Tril/Tnip3/C3ar1/Clec4d/Ptpn6/Clec7a/C5ar2/C5ar1/Kcnn4/Tyrobp/Nfkbid/Cd22/Prkcb/Itgam/Lilrb4b/Lilrb4a/Mfhas1/Cmtm3/Plcg2/Cyba/Lgals3/Acod1/Bcl2a1d/Plscr1/Myo1g/Lcp2/Scimp/Ccr7/Dusp3/Cd300a/Ninj1/Syk/Pik3r1/Nfam1/Nckap1l/H2-M3/Tnfrsf21/Trem2/Rftn1/Plcl2/C3/Vav1/Prkce/Ticam2/Cd226/Lpxn/Lipa/Blnk/Pik3ap1",84
"GO:0002757","GO:0002757","immune response-activating signaling pathway","115/2093","472/18384",0.24364406779661,2.140063326504,8.99387548041435,8.91983500104001e-16,2.27959957113536e-13,1.6231242088849e-13,"Ly96/Cd28/Rab7b/Rab29/Ptprc/Fcer1g/Aim2/Ifi214/Ifi209/Ptprj/Dgkz/Lbp/Ada/Nfatc2/Tlr13/Btk/Tlr8/Tlr7/Tlr2/S100a8/Ptpn22/Vav3/Tifa/Lyn/Pde4b/Skint3/Laptm5/Themis2/Tlr1/Tlr6/Tec/Stap1/Oasl1/Oas1c/Oas1g/Oas1a/Lat2/Sh2b2/Card11/Tril/Tnip3/C3ar1/Ptpn6/Clec7a/C5ar2/C5ar1/Kcnn4/Tyrobp/Nfkbid/Cd22/Prkcb/Pycard/Itgam/Lilrb4b/Lilrb4a/Smpdl3a/Mfhas1/Cmtm3/Plcg2/Cyba/Lgals3/Acod1/Hspa8/Cgas/Bcl2a1d/Plscr1/Tlr9/Myo1g/Lcp2/Havcr2/Tnip1/Nlrp3/Aurkb/Arrb2/Scimp/Nlrp1a/Nlrp1b/Trim25/Ccr7/Dhx58/Dusp3/Cd300a/Cd300lb/Cd300ld/Cd300ld2/Cd300ld4/Cd300ld3/Cd300lf/Ninj1/Syk/Tifab/Pik3r1/Rsad2/Nfam1/Nckap1l/Cd86/App/Hspa1b/Tnf/Tnfrsf21/Trem2/Rftn1/Plcl2/Ptprs/C3/Prkce/Sting1/Ticam2/Cd226/Unc93b1/Slc15a3/Lpxn/Lipa/Blnk/Pik3ap1",115
"GO:0030595","GO:0030595","leukocyte chemotaxis","69/2093","221/18384",0.312217194570136,2.74237979215355,9.34037057181419,1.49368215770835e-15,3.65827655125404e-13,2.60477204344229e-13,"Gpr35/Fcgr3/Fcer1g/Slamf9/Slamf8/Camk1d/Tnfaip6/Ptprj/Spi1/Mdk/Thbs1/Il1b/Lbp/Prex1/Cxcr3/S100a8/Vav3/Lyn/Pde4b/Csf3r/Cnr2/Padi2/Bst1/Stap1/Pf4/Cxcl2/Spp1/Serpine1/Rarres2/C3ar1/Ptpro/C5ar2/C5ar1/Coro1a/Itgam/Adam8/Itgb2/F7/Myo9b/Ccl22/Cx3cl1/Cklf/Lgals3/Gpr183/Ccr1/Cxcl16/Ccl2/Ccl7/Ccl5/Ccl9/Ccl6/Ccl3/Ccl4/Ccr7/Nedd9/Ninj1/Syk/Lgmn/Rac2/Nckap1l/App/Gpsm3/Aif1/Pla2g7/Trem1/Vav1/Cd74/Csf1r/Anxa1",69
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","47/2093","119/18384",0.394957983193277,3.469138826099,9.685634736556,2.38160943853411e-15,5.5996401118814e-13,3.98706489583648e-13,"Ly96/Fzd5/Ptprc/Fcgr2b/Fcgr3/Fcer1g/Cd84/Card9/Ptprj/Rasgrp1/Thbs1/Lbp/Cybb/Sash3/Btk/Tlr2/Cd2/Ccn1/Ptafr/Spon2/Tlr1/Oas1c/Oas1g/Oas1a/Lep/Clec7a/Tgfb1/Tyrobp/Spn/Pycard/Adam8/Akap12/Plcg2/Cyba/Tlr9/Ccr5/Havcr2/Ccl2/Ccl3/Ccl4/Ccr7/Tmem106a/Syk/Pik3r1/Isl1/App/Csf1r",47
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","79/2093","275/18384",0.287272727272727,2.52327846066977,9.12257304836957,2.52033689230415e-15,5.69790009729377e-13,4.05702813109365e-13,"Cd28/Inpp5d/Il10/Rassf5/Ptprc/Fcgr2b/Spta1/Prkcq/Mapk8ip1/Cd44/Il1b/Ada/Cd40/Nfatc2/Sash3/Btk/Ptpn22/Vav3/Lyn/Laptm5/Tnfrsf1b/Bst1/Card11/Lep/Gpnmb/Ptpn6/Tgfb1/Tyrobp/Cd22/Cd37/Lrrc32/Coro1a/Spn/Itgal/Pycard/Tspan32/Zc3h12d/Arg1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Cnn2/Stat6/Irs2/Adk/Lgals3/Ripk3/Gpr183/Tlr9/Havcr2/Tnfrsf13b/Ccl5/Ccr7/Slc4a1/Cd300a/Syk/Csf2rb2/Rac2/Nckap1l/St6gal1/Cd86/Cd80/Rasal3/H2-DMb2/H2-DMb1/H2-Aa/Aif1/Lst1/H2-M3/Tnfrsf21/Cd74/Csf1r/Ccdc88b/Cd6/Anxa1/Hhex/Gpam/Csf2ra",79
"GO:0097530","GO:0097530","granulocyte migration","54/2093","151/18384",0.357615894039735,3.14114218634806,9.46943030391675,3.10394389306551e-15,6.75740081608855e-13,4.8114155628961e-13,"Fcgr3/Fcer1g/Slamf8/Camk1d/Tnfaip6/Ptprj/Mdk/Thbs1/Il1b/Sirpa/Lbp/Prex1/Tlr2/S100a8/Vav3/Mcoln2/Ptger3/Pde4b/Csf3r/Bst1/Pf4/Cxcl2/Spp1/Rarres2/C3ar1/C5ar2/C5ar1/Itgam/Adam8/Itgb2/Ccl22/Cx3cl1/Cklf/Lgals3/Fut4/Ccl2/Ccl7/Ccl5/Ccl9/Ccl6/Ccl3/Ccl4/Ccr7/Cd300a/Syk/Ptger4/Rac2/Nckap1l/Myo1f/Trem1/Vav1/Cd74/Csf1r/Anxa1",54
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","75/2093","255/18384",0.294117647058824,2.58340125347798,9.12626522715559,3.23474021939143e-15,6.79064393199386e-13,4.83508538056403e-13,"Cd28/Inpp5d/Il10/Rassf5/Ptprc/Fcgr2b/Spta1/Prkcq/Mapk8ip1/Cd44/Il1b/Ada/Cd40/Nfatc2/Sash3/Btk/Ptpn22/Vav3/Lyn/Laptm5/Tnfrsf1b/Bst1/Card11/Lep/Gpnmb/Ptpn6/Tgfb1/Tyrobp/Cd22/Cd37/Lrrc32/Coro1a/Spn/Itgal/Pycard/Tspan32/Zc3h12d/Arg1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Cnn2/Irs2/Adk/Lgals3/Ripk3/Gpr183/Tlr9/Havcr2/Tnfrsf13b/Ccl5/Ccr7/Slc4a1/Cd300a/Syk/Rac2/Nckap1l/St6gal1/Cd86/Cd80/Rasal3/H2-DMb2/H2-DMb1/H2-Aa/Aif1/Lst1/H2-M3/Tnfrsf21/Cd74/Csf1r/Ccdc88b/Cd6/Anxa1/Gpam",75
"GO:0042116","GO:0042116","macrophage activation","44/2093","108/18384",0.407407407407407,3.57848914370653,9.63286660374522,4.82554441881167e-15,9.78087934268104e-13,6.96419768028865e-13,"Il1rl1/Slc11a1/Il10/Pla2g4a/Cd84/Thbs1/Lbp/Tlr2/Mcub/Jun/C1qa/Tlr1/Tlr6/Stap1/Snca/C5ar1/Kcnn4/Tyrobp/Itgam/Ulbp1/Mfhas1/Jund/Cx3cl1/Plcg2/Epsti1/Ldlr/Tlr9/Havcr2/Shpk/Trpv1/Tmem106a/Grn/Gpr137b/Syk/Nampt/Tmem229b/App/Ifngr2/Aif1/Tnf/Trem2/Prkce/Csf1r/Calhm2",44
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","46/2093","117/18384",0.393162393162393,3.45336714567484,9.54203043693017,5.77761407951461e-15,1.1320271853129e-12,8.06027844917547e-13,"Ly96/Fzd5/Ptprc/Fcgr2b/Fcgr3/Fcer1g/Cd84/Card9/Ptprj/Rasgrp1/Thbs1/Lbp/Cybb/Sash3/Btk/Tlr2/Cd2/Ccn1/Ptafr/Spon2/Tlr1/Oas1c/Oas1g/Oas1a/Lep/Clec7a/Tgfb1/Tyrobp/Spn/Pycard/Akap12/Plcg2/Cyba/Tlr9/Ccr5/Havcr2/Ccl2/Ccl3/Ccl4/Ccr7/Tmem106a/Syk/Pik3r1/Isl1/App/Csf1r",46
"GO:0002263","GO:0002263","cell activation involved in immune response","84/2093","307/18384",0.273615635179153,2.40332051463619,8.88754512309945,7.31777755276536e-15,1.38754504694048e-12,9.87962089976064e-13,"Cd28/Slc11a1/Il10/Ptprc/Sh2d1b1/Fcgr4/Fcer1g/Ly9/Cd84/Exo1/Apbb1ip/Ptgds/Spi1/Mdk/Rasgrp1/Lbp/Ada/Cd40/Dock11/Btk/Rorc/Lyn/Ptafr/Fgr/Pf4/Lat2/Plxna1/Clec4d/Ptpn6/Clec7a/Bcl3/Tgfb1/Tyrobp/Nfkbid/Fes/Coro1a/Spn/Itgal/Pycard/Itgam/Enpp1/Lilrb4a/Itgb2/Stat6/Tcim/Hmox1/Il27ra/Plcg2/Irf8/Shld2/Lgals3/Lcp1/Gpr183/Icam1/Dock2/Havcr2/Nlrp3/Adora2b/Abr/Slfn2/Ccl3/Rara/Ccr7/Grn/Milr1/Cd300a/Unc13d/Syk/Cd180/Gapt/Ptger4/Rac2/Nckap1l/App/Myo1f/H2-DMb2/H2-DMb1/Tnf/H2-M3/Trem2/Plcl2/Prkce/Cd74/Anxa1",84
"GO:0002685","GO:0002685","regulation of leukocyte migration","72/2093","243/18384",0.296296296296296,2.6025375590593,9.01362898861063,7.61084505295231e-15,1.39801710066418e-12,9.9541841876771e-13,"Adora1/Slamf8/Camk1d/Tnfaip6/Itga4/Ptprj/Spi1/Mdk/Thbs1/Il1b/Lbp/Ada/Cxcr3/Tlr2/Ecm1/Ptpn22/Ptger3/Lyn/Ptafr/Padi2/Bst1/Stap1/Serpine1/Rarres2/C3ar1/Cd9/C5ar2/C5ar1/Tgfb1/Coro1a/Spn/Pycard/Adam8/Cnn2/F7/Gdf15/Il27ra/Cx3cl1/Lgals3/Mmp14/Ripk3/Fut4/Icam1/Ccr1/Stk10/Abr/Ccl2/Ccl7/Ccl5/Ccl3/Ccr7/Cd300a/Nedd9/Ninj1/Pik3r1/Lgmn/Ptger4/Rac2/Nckap1l/Apod/Cd200r1/App/Myo1f/Gpsm3/Aif1/Pla2g7/Trem1/Trem2/Cd74/Csf1r/Anxa1/Dock8",72
"GO:0071674","GO:0071674","mononuclear cell migration","65/2093","208/18384",0.3125,2.74486383182035,9.07116333532632,9.42939081670575e-15,1.67957452183625e-12,1.1958933935318e-12,"Gpr35/Slamf9/Slamf8/Itga4/Ptprj/Spi1/Mdk/Thbs1/Sirpa/Cxcr3/Ecm1/Mcoln2/Lyn/Padi2/Stap1/Serpine1/Rarres2/C3ar1/Cd9/Ptpro/C5ar1/Kcnn4/Tgfb1/Coro1a/Spn/Itgal/Pycard/Adam8/Enpp1/Cnn2/Myo9b/Il27ra/Cx3cl1/Cklf/Lgals3/Mmp14/Ripk3/Gpr183/Fut4/Icam1/Cadm1/Ccr1/Myo1g/Stk10/Cxcl16/Abr/Ccl2/Ccl7/Ccl5/Ccl3/Ccr7/Nedd9/Ninj1/Lgmn/Asb2/Apod/Cd200r1/App/Aif1/Pla2g7/Trem1/Trem2/Csf1r/Anxa1/Dock8",65
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","73/2093","250/18384",0.292,2.56480076445294,8.92896630695936,1.14607744082517e-14,1.98136564622657e-12,1.41077520269996e-12,"Cd28/Inpp5d/Il10/Rassf5/Ptprc/Fcgr2b/Spta1/Prkcq/Mapk8ip1/Cd44/Il1b/Ada/Cd40/Nfatc2/Sash3/Btk/Ptpn22/Vav3/Lyn/Laptm5/Tnfrsf1b/Bst1/Card11/Lep/Gpnmb/Ptpn6/Tgfb1/Tyrobp/Cd22/Cd37/Lrrc32/Coro1a/Spn/Itgal/Pycard/Tspan32/Zc3h12d/Arg1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Irs2/Adk/Lgals3/Ripk3/Gpr183/Tlr9/Havcr2/Tnfrsf13b/Ccl5/Ccr7/Slc4a1/Cd300a/Syk/Rac2/Nckap1l/Cd86/Cd80/Rasal3/H2-DMb2/H2-DMb1/H2-Aa/Aif1/Lst1/H2-M3/Tnfrsf21/Cd74/Csf1r/Ccdc88b/Cd6/Anxa1/Gpam",73
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","102/2093","414/18384",0.246376811594203,2.16406655726126,8.58663258916883,1.82291534404241e-14,3.06145611208037e-12,2.17982297982334e-12,"Cd28/Ptprc/Spta1/Dusp10/Prkcq/Itga4/Mdk/Cd44/Rasgrp1/Thbs1/Il1b/Sirpa/Ada/Sash3/Il2rg/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/S100a8/Tnfaip8l2/Ptpn22/Laptm5/Ptafr/Rhoh/Pf4/Selplg/Card11/Actb/Hsph1/Lep/Gpnmb/Podxl2/Ptpn6/Olr1/Tgfb1/Nfkbid/Cd37/Lrrc32/Coro1a/Spn/Itgal/Pycard/Itgam/Adam8/Tspan32/Zc3h12d/Vnn1/Arg1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Itgb2/Adk/Lgals3/Egr3/Fut4/Icam1/Stk10/Havcr2/Tnip1/Nlrp3/Ccl2/Ccl5/Rara/Ccr7/Dusp3/Slc4a1/Cd300a/Sox4/Cd83/Sema4d/Syk/Il7r/Rac2/Itga5/Nckap1l/Socs1/Cd86/Cd80/Runx1/Rasal3/H2-DMa/H2-DMb2/H2-DMb1/H2-Ab1/H2-Aa/H2-Eb1/Aif1/Tnf/H2-M3/Tnfrsf21/Vav1/Zfp608/Cd74/Ccdc88b/Fermt3/Cd6/Anxa1/Dock8/Gpam",102
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","93/2093","364/18384",0.255494505494505,2.24415240755422,8.59341565570821,2.58191000438741e-14,4.21568527938589e-12,3.0016591162118e-12,"Atp6-ps/Cox5b/Ndufs1/Prkag3/Per2/Ndufa10/Pm20d1/Adcy10/Atp5f1c/Slc25a25/Gpd2/Mtch2/Mtln/Idh3b/Aifm1/Cox7b/Pdha1/Mup2/Mup1/Mup11/Mup3/Atp5if1/Slc25a33/Stbd1/Atp5me/Oas1c/Oas1g/Oas1a/Mlxipl/Slc25a13/Ppp1r3a/Ndufa5/Lep/Cycs/Snca/Gys2/Ccnb1-ps/Gys1/Ldha/Coq7/Uqcrc2/Ndufab1/Cox6a2/Mtfr2/Enpp1/Cdk1/Chchd10/S100b/Col6a1/Ndufa12/Cs/Irs2/Ppp1r3b/Pdhb/Ogdhl/Slc37a2/Apoc3/Dlat/Cox5a/Gck/Mdh1/Uqcrq/Uqcrfs1/Cox7c/Ccnb1/Ndufs4/Dld/Immp2l/Pygl/Cox6c/Ndufb9/Cyc1/Gpd1/Ppp1r1a/Gbe1/Tnf/Actn3/Pygm/Fxn/Ppp1r3c/Got1/ND1/COX1/COX2/ATP8/ATP6/COX3/ND3/ND4L/ND4/ND5/ND6/CYTB",93
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","82/2093","303/18384",0.270627062706271,2.37707019626951,8.66333495558927,2.99051436418363e-14,4.75087660342469e-12,3.38272691664128e-12,"Cd28/Slc11a1/Il10/Ptprc/Sh2d1b1/Fcgr4/Fcer1g/Ly9/Cd84/Exo1/Apbb1ip/Ptgds/Spi1/Mdk/Rasgrp1/Lbp/Ada/Cd40/Dock11/Btk/Rorc/Lyn/Ptafr/Fgr/Pf4/Lat2/Plxna1/Clec4d/Ptpn6/Clec7a/Bcl3/Tgfb1/Tyrobp/Nfkbid/Fes/Coro1a/Spn/Itgal/Pycard/Itgam/Enpp1/Lilrb4a/Itgb2/Stat6/Hmox1/Il27ra/Plcg2/Irf8/Shld2/Lgals3/Lcp1/Gpr183/Icam1/Dock2/Havcr2/Nlrp3/Adora2b/Abr/Slfn2/Ccl3/Rara/Ccr7/Grn/Milr1/Cd300a/Unc13d/Syk/Cd180/Gapt/Ptger4/Rac2/Nckap1l/Myo1f/H2-DMb2/H2-DMb1/Tnf/H2-M3/Trem2/Plcl2/Prkce/Cd74/Anxa1",82
"GO:0045333","GO:0045333","cellular respiration","74/2093","261/18384",0.283524904214559,2.4903592159964,8.69190761980784,4.074400343323e-14,6.30245400475069e-12,4.48748359142722e-12,"Atp6-ps/Cox5b/Ndufs1/Ndufa10/Pm20d1/Atp5f1c/Slc25a25/Gpd2/Mtch2/Mtln/Idh3b/Aifm1/Cox7b/Pdha1/Mup2/Mup1/Mup11/Mup3/Atp5if1/Slc25a33/Atp5me/Oas1c/Oas1g/Oas1a/Mlxipl/Slc25a13/Ndufa5/Cycs/Snca/Ccnb1-ps/Coq7/Uqcrc2/Ndufab1/Cox6a2/Mtfr2/Cdk1/Chchd10/Col6a1/Ndufa12/Cs/Pdhb/Ogdhl/Slc37a2/Apoc3/Dlat/Cox5a/Mdh1/Uqcrq/Uqcrfs1/Cox7c/Ccnb1/Ndufs4/Dld/Immp2l/Cox6c/Ndufb9/Cyc1/Gpd1/Tnf/Actn3/Fxn/Got1/ND1/COX1/COX2/ATP8/ATP6/COX3/ND3/ND4L/ND4/ND5/ND6/CYTB",74
"GO:0030099","GO:0030099","myeloid cell differentiation","112/2093","479/18384",0.233820459290188,2.05377702990483,8.37622351245874,4.43788961518253e-14,6.68869619436997e-12,4.76249638595566e-12,"Il1rl1/Inpp5d/Tnfrsf11a/Rab7b/Fcer1g/Ifi214/Ifi209/Batf3/Pip4k2a/Bmyc/Bbln/Tnfaip6/Ptprj/Spi1/Lmo2/Epb42/Mafb/Flna/Alas2/Tlr2/Lyn/Jun/Csf3r/Atp5if1/C1qc/Mfap2/Isg15/Stap1/Pf4/Pilrb1/Fam20c/Bpgm/Mturn/Ptpn6/Pirb/Pira1/Pira6/Pira11/Slc1a5/Tgfb1/Tyrobp/Fes/Ucp2/Hbb-b1/Itgam/Adam8/Kcnq1/Enpp1/Lilrb4b/Lilrb4a/Fstl3/Ank1/Mfhas1/Tpm4/Dnase2a/Junb/Irf8/Epsti1/Diaph3/Gpr183/Ubash3b/Cd109/Plscr1/Rbp1/Alas1/Ccr1/Ikzf1/Hba-a1/Hba-a2/Ccl5/Ccl9/Ccl3/Rara/Ccr7/Slc4a1/Cd300lf/Fasn/Gpr137b/Nedd9/Ninj1/Sfxn1/Tifab/Pik3r1/Id2/Actn1/Fos/Gpr68/Dab2/Dcstamp/Rac2/Racgap1/Acvr1b/Nckap1l/Socs1/Nrros/Hcls1/App/Runx1/Hmga1/Hspa1b/Tnf/Trim10/Ubd/Trem2/Lox/Cd74/Csf1r/Tcirg1/Batf2/Lipa/Hhex/Sh3pxd2a",112
"GO:0050727","GO:0050727","regulation of inflammatory response","92/2093","363/18384",0.253443526170799,2.22613749886477,8.45711000639638,5.97764033583967e-14,8.7841424735164e-12,6.25449946718383e-12,"Il1rl1/Cd28/Tnfrsf11a/Il10/Adora1/Ptgs2/Fcgr2b/Fcgr3/Fcer1g/Slamf8/Aim2/Dusp10/Ptges/Tnfaip6/Mdk/Cd44/Duoxa1/Il1b/Sirpa/Lbp/Ada/Elf4/Btk/Tlr2/S100a8/Tnfaip8l2/Ctss/Fcgr1/Ptger3/Lyn/Tnfrsf1b/C1qtnf12/Bst1/Tlr6/Stap1/Pf4/Ncf1/Serpine1/Daglb/Alox5ap/Snca/Fancd2/Ptpn6/Kcnn4/Tgfb1/Nlrp10/Spn/Pycard/Adam8/Cd24a/Mfhas1/Cx3cl1/Plcg2/Nr1d2/Cma1/Pbk/Acod1/Ldlr/Il10ra/C2cd4a/Tlr9/Gpx1/Ccr5/Tnip1/Nlrp3/Adora2b/Nlrp1a/Nlrp1b/Shpk/Abr/Ccl5/Ccl3/Ccr7/Grn/Socs3/Metrnl/Ninj1/Isl1/Pik3cg/Ptger4/Cd200r1/Cd200r4/App/Gpsm3/Tnf/Trem2/C3/Sting1/Csf1r/Anxa1/Pik3ap1/Calhm2",92
"GO:0006163","GO:0006163","purine nucleotide metabolic process","104/2093","434/18384",0.23963133640553,2.10481724246501,8.34876078928274,6.92683355256994e-14,9.74732744787886e-12,6.94030800536637e-12,"Atp6-ps/Ndufs1/Rpe/Prkag3/Pid1/Ndufa10/Ncf2/Fmo1/Adcy10/Hsd11b1/Atp5f1c/Slc2a6/Slc25a25/Gpd2/Atp5mc3/Mtch2/Samhd1/Ada/Prps1/Pfkfb1/Prps2/Noct/Ampd1/Aldoart1/Ak2/Atp5if1/Trim63/Gale/Pgd/Eno1/Kcnab2/Nos3/Dck/Atp5me/Acacb/Oas1a/P2rx7/Ncf1/Mlxipl/Slc25a13/Ndufa5/Bpgm/Hk2/Aldh1l1/Gapdh/Tgfb1/Ldha/Ucp2/Art2a/Ndufab1/Aldoa/Taldo1/Enpp1/Col6a1/Pfkl/Ndufa12/Atp6v1b2/Gapdhrt2/Adcy7/Ldhd/Aprt/Adk/Tkt/Slc37a2/Hspa8/Atp5mg/Pkm/Me1/Nmnat3/Pgam2/Gck/Fignl1/Mdh1/Adora2b/Myh8/Eno3/Shpk/Mlx/Slc4a1/Gmpr/Hk3/Ndufs4/Nampt/Adss1/Ndufb9/Gpd1/App/Nme4/Hspa1b/Trem2/Nudt12/Eno1b/Pcx/Actn3/Lipa/Entpd1/ND1/ATP8/ATP6/ND3/ND4L/ND4/ND5/ND6",104
"GO:0002237","GO:0002237","response to molecule of bacterial origin","96/2093","387/18384",0.248062015503876,2.17886865409616,8.40117014090558,6.96474570961062e-14,9.74732744787886e-12,6.94030800536637e-12,"Ly96/Fzd5/Slc11a1/Tnfrsf11a/Il10/Ptgs2/Ncf2/Fmo1/Fcgr2b/Fcgr4/Cd84/Dusp10/Vim/Mrc1/Card9/Spi1/Il1b/Sirpa/E2f1/Lbp/Btk/Noct/Mgst2/Tlr2/S100a8/Hmgcs2/Ptpn22/Ptger3/Lyn/Alad/Pde4b/Ptafr/Cnr2/Tnfrsf1b/Nos3/Spon2/Tlr1/Tlr6/Stap1/Pf4/Cxcl2/P2rx7/Serpine1/Irf5/Snca/Tnip3/C5ar1/Ptgir/Adm/Pycard/Akap12/Sash1/Cd24a/Lilrb4a/Gja1/Col6a1/Hpgd/Cx3cl1/Plcg2/Irf8/Slc7a5/Ptger2/Epsti1/Acod1/Il10ra/Plscr1/Tlr9/Gpx1/Ccr5/Havcr2/Tnip1/Nlrp3/Cd68/Cxcl16/Scimp/Shpk/Abr/Ccl2/Wfdc21/Rara/Ccr7/Cd300lb/Ly86/Tifab/Cd180/Fos/Ptger4/Nr4a1/Cd86/Cd80/Tnf/H2-M3/Trem2/Prkce/Ticam2/Cd6",96
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","86/2093","330/18384",0.260606060606061,2.28905008035443,8.46952349432966,7.36402349735085e-14,1.00664488645182e-11,7.16752935751945e-12,"Cd28/Inpp5d/Il10/Ptprc/Spta1/Dusp10/Prkcq/Spi1/Mdk/Rasgrp1/Il1b/Sirpa/Ada/Cd40/Nfatc2/Sash3/Il2rg/Btk/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Ptpn22/Vav3/Bst1/Rhoh/Card11/Actb/Hsph1/Lep/Clec7a/Tgfb1/Tyrobp/Nfkbid/Coro1a/Spn/Itgal/Pycard/Adam8/Ulbp1/Vnn1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Stat6/Irs2/Adk/Shld2/Mmp14/Egr3/Gpr183/Tlr9/Havcr2/Nlrp3/Ccl2/Ccl5/Rara/Ccr7/Slc4a1/Sox4/Cd83/Syk/Il7r/Nckap1l/Socs1/Cd86/Cd80/Runx1/Rasal3/H2-DMa/H2-DMb2/H2-DMb1/H2-Ab1/H2-Aa/H2-Eb1/Aif1/H2-M3/Vav1/Cd74/Csf1r/Ccdc88b/Cd6/Anxa1/Dock8/Gpam",86
"GO:0050764","GO:0050764","regulation of phagocytosis","43/2093","112/18384",0.383928571428571,3.37226127909358,9.02604354066256,1.1803761742227e-13,1.57687526183659e-11,1.12276929873432e-11,"Slc11a1/Ptprc/Fcgr2b/Fcgr3/Fcer1g/Camk1d/Ptprj/Sirpa/Hck/Lbp/Cfp/Il2rg/Btk/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Ptx3/Tlr2/Fcgr1/Fgr/Stap1/Clec7a/Tgfb1/Mex3b/Pycard/Cnn2/Plcg2/Cyba/Hspa8/Plscr1/Dock2/Abr/Ccl2/Ccr7/Cd300a/Cd300lf/Syk/Il2rb/Nckap1l/Trem2/C3/Rab31",43
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","76/2093","277/18384",0.274368231046931,2.40993098880401,8.47487742636668,1.21226262227488e-13,1.58348437638483e-11,1.12747513126664e-11,"Ly96/Cd28/Rab7b/Rab29/Ptprc/Fcer1g/Ptprj/Dgkz/Lbp/Ada/Nfatc2/Btk/Tlr2/Ptpn22/Vav3/Lyn/Pde4b/Skint3/Laptm5/Themis2/Tlr1/Tlr6/Tec/Stap1/Oas1c/Oas1g/Oas1a/Lat2/Sh2b2/Card11/Tril/Tnip3/C3ar1/Ptpn6/Clec7a/C5ar2/C5ar1/Kcnn4/Tyrobp/Nfkbid/Cd22/Prkcb/Itgam/Lilrb4b/Lilrb4a/Mfhas1/Cmtm3/Plcg2/Cyba/Lgals3/Acod1/Bcl2a1d/Plscr1/Myo1g/Lcp2/Scimp/Ccr7/Dusp3/Cd300a/Ninj1/Syk/Pik3r1/Nfam1/Nckap1l/Tnfrsf21/Trem2/Rftn1/Plcl2/C3/Prkce/Ticam2/Cd226/Lpxn/Lipa/Blnk/Pik3ap1",76
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","75/2093","273/18384",0.274725274725275,2.41306710489701,8.43124735236068,1.63504015819063e-13,2.0892969673575e-11,1.48762463820731e-11,"Cd28/Ptprc/Spta1/Dusp10/Prkcq/Itga4/Mdk/Cd44/Rasgrp1/Il1b/Sirpa/Ada/Sash3/Il2rg/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Ptpn22/Ptafr/Rhoh/Card11/Actb/Hsph1/Lep/Tgfb1/Nfkbid/Coro1a/Spn/Itgal/Pycard/Adam8/Vnn1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Itgb2/Adk/Egr3/Fut4/Icam1/Havcr2/Nlrp3/Ccl2/Ccl5/Rara/Ccr7/Slc4a1/Sox4/Cd83/Syk/Il7r/Nckap1l/Socs1/Cd86/Cd80/Runx1/Rasal3/H2-DMa/H2-DMb2/H2-DMb1/H2-Ab1/H2-Aa/H2-Eb1/Aif1/Tnf/H2-M3/Vav1/Cd74/Ccdc88b/Cd6/Anxa1/Dock8/Gpam",75
